SK_DATA;DATA;NR_ANO;NM_TRIMESTRE;NM_MES;NR_SEMANA;NR_DIA;NM_DIA_SEMANA;NR_DIA_SEMANA
a9f4a187ef82d8ef55940b8d01418dc9bd178da696fe55e050a8e83064c5dd0c;2019-01-05;2019;1º Trimestre;Janeiro;1;5;Sábado;7
d6771b04dd32016e397b2b1e0048867f1496c5affea087bb338c4e7acae4d4dc;2019-03-09;2019;1º Trimestre;Março;10;9;Sábado;7
1f6ab26741c9108d4c1119cb80521168de02821a5703fea7a51b2effee247dde;2018-11-12;2018;4º Trimestre;Novembro;46;12;Segunda-feira;2
acfb09439b9c1d3118c91c5da8d86c9fee9ef47a72d31142935c21463eb645cf;2018-11-29;2018;4º Trimestre;Novembro;48;29;Quinta-feira;5
cc13884d78010f9d51933234b33acef3efdeae12bee4934b8099735fe24f4ab1;2017-05-11;2017;2º Trimestre;Maio;19;11;Quinta-feira;5
5d094d988ad10e639dedf031ed7a64375b66a710de691125385e4a9cdcbecdc7;2018-10-05;2018;4º Trimestre;Outubro;40;5;Sexta-feira;6
6e38aba0cd641e6bc3fbad951f614db678465034d005153b352dadf56a388cba;2018-12-03;2018;4º Trimestre;Dezembro;49;3;Segunda-feira;2
5b5665cf636a2f9fdefa8a340044b33f03cf8d272b2ca79552f0ad817e9f5df5;2018-09-24;2018;3º Trimestre;Setembro;39;24;Segunda-feira;2
5f865855220c4fe42825dc0368a5dd4b36da087e839b15adffa05c81f457beb7;2017-11-10;2017;4º Trimestre;Novembro;45;10;Sexta-feira;6
86ce3bb90133542ad1ddaf6700fdb1887fa495bb267bad02e37536a7651bb491;2018-01-27;2018;1º Trimestre;Janeiro;4;27;Sábado;7
ae5032c1c8f22adf631254feeb6e61e0c03eef6670f142fc64c72c94119056db;2017-11-14;2017;4º Trimestre;Novembro;46;14;Terça-feira;3
e54756c808ae721b0b8c813cfd0fb2fda5c0c21b23b194274fd71663d34d269f;2019-03-17;2019;1º Trimestre;Março;11;17;Domingo;1
742a706d0264f794a9a04caf5dcfe4ea752297a55a91178b764e8d1a7145c5ec;2018-12-01;2018;4º Trimestre;Dezembro;48;1;Sábado;7
ccbf157b73e0bccb845c8024e6191e8fdd78d7530a98eb38200ffb43deaddd71;2018-10-15;2018;4º Trimestre;Outubro;42;15;Segunda-feira;2
c45d9f32cf083bdd282c158423075c23bace7dd2dc58b2b636bdff04cda7ef35;2018-01-15;2018;1º Trimestre;Janeiro;3;15;Segunda-feira;2
d1feea49e24696d8fc5778a57de8fdc2faee28ccac6a88c69cc1920efbe2deb6;2017-03-22;2017;1º Trimestre;Março;12;22;Quarta-feira;4
0da62dbe342c37fa4d274ffede66241f02645b935dd6bc38734768794900d555;2018-08-12;2018;3º Trimestre;Agosto;32;12;Domingo;1
190cc1336ddbb6b6b0ad1307a16b1a2f0d8d6d380c6c4edaecdeffc1a4b62a27;2018-05-18;2018;2º Trimestre;Maio;20;18;Sexta-feira;6
48ee3515303209903f2e761c0d654dad65274b70cff8deb4cbe29272d094fad7;2017-10-23;2017;4º Trimestre;Outubro;43;23;Segunda-feira;2
38552209233f1eedfb3cc4efa5b7f0bc297bf2ecce0e1d672f7a3dfb33a5da87;2018-03-23;2018;1º Trimestre;Março;12;23;Sexta-feira;6
386c89065204242884ed01b34bc5d4e80af0f71e037fb6e85341b08eb177da22;2018-08-13;2018;3º Trimestre;Agosto;33;13;Segunda-feira;2
1d04f0a86f580cc1aead40db1d497ac372b5313b9aaaed7c656a5748bbc5fe71;2017-06-28;2017;2º Trimestre;Junho;26;28;Quarta-feira;4
e2d8a8cbe3a4939c46e72fe9a6a19c7bf7f7ba21c5a028a727407fca22e5bcbe;2018-01-20;2018;1º Trimestre;Janeiro;3;20;Sábado;7
0f4eaa6a7921c81bd27e1722b5578474965acaf936e20948e7cf0c6fc537a801;2018-03-08;2018;1º Trimestre;Março;10;8;Quinta-feira;5
8f771ccbf48dbd879e577444f4fb961ad681b64d539cb37daaafac0eb95d9f2c;2018-04-06;2018;2º Trimestre;Abril;14;6;Sexta-feira;6
c8220a49e8148362080cadacc0fd444a29df6cf26ebb3a58dd3427b4a6c03629;2017-05-04;2017;2º Trimestre;Maio;18;4;Quinta-feira;5
d6eef8ac3333f5aea57cdce4ee5a1c48d8c2fd391bc07803b34041cd1e3e3fa2;2017-06-06;2017;2º Trimestre;Junho;23;6;Terça-feira;3
2ded9e4523e4d385e428052a92ae630867b8c72a1140711512173a7ec2f20a32;2019-02-17;2019;1º Trimestre;Fevereiro;7;17;Domingo;1
2e6f9502d3dd2b157763db6e6ef9bb780a2b8fde9433ce8132e3f175b092def6;2017-03-07;2017;1º Trimestre;Março;10;7;Terça-feira;3
d40528ec87c3d76f3961ef694d1dd8a2cfc5494a41cdf27f06264a9d26db2e60;2018-03-05;2018;1º Trimestre;Março;10;5;Segunda-feira;2
07a39ca6123ea58c2fa611f53d4e1ad5f86d7085f0196b728b03bd5903ee5ac7;2018-12-29;2018;4º Trimestre;Dezembro;52;29;Sábado;7
4d138196bdb66a20512c3dbaee83de05022bd5324e9b347b5e2de77a0cc4ab19;2017-06-09;2017;2º Trimestre;Junho;23;9;Sexta-feira;6
7ec79f0e1e1edf5ca4fd0a304d903ec832cad279a602e9e6033fa7f5d95ab059;2018-05-19;2018;2º Trimestre;Maio;20;19;Sábado;7
86ef81ab3d62b05bce80c0e471581e7dc762a429ad4e47f04fb6feda9eae9d8e;2018-09-30;2018;3º Trimestre;Setembro;39;30;Domingo;1
